request_id,expected_path,observed_path,expected_steps,actual_steps,missing_steps,extra_steps,sequence_issues,step_count,expected_step_count,rework_count,exception_count,cycle_time_hours,has_unusual_sequence,variant_frequency,rare_path,drift_score,violation_points,ordering_points,rework_points,exception_points,rare_path_points,violation_count,critical_violation_count,high_violation_count,aligned
PR-18044,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,54.75,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-13647,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,41.89,False,170,False,0,0,0,0,0,0,0,0,0,True
PR-14851,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,39.59,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-11729,Submitted → Manager → Vendor Validation → Security → Legal → Procurement → Rejected,Submitted → Manager → Vendor Validation → Security → Procurement → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Legal Review"", ""Procurement Review"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Rejected""]","[""Legal Review""]",[],[],6,7,0,0,72.74,False,10,False,14,14,0,0,0,0,1,0,1,False
PR-14031,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,29.59,False,609,False,0,0,0,0,0,0,0,0,0,True
PR-10798,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Purchase Order Created"", ""Payment Authorized""]","[""Procurement Review""]",[],[],5,6,0,0,50.5,False,125,False,14,14,0,0,0,0,1,0,1,False
PR-10450,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,25.08,False,1840,False,44,44,0,0,0,0,2,2,0,False
PR-15326,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,65.84,False,170,False,0,0,0,0,0,0,0,0,0,True
PR-17890,Submitted → Manager → Director → Legal → Procurement → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Legal → Procurement → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Legal Review"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Legal Review"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],9,9,0,0,100.31,False,20,False,0,0,0,0,0,0,0,0,0,True
PR-10218,Submitted → PO Created → Payment,Submitted → PO Created → Payment,"[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],3,3,0,0,16.82,False,304,False,0,0,0,0,0,0,0,0,0,True
PR-14660,Submitted → PO Created → Payment,Submitted → PO Created → Payment,"[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],3,3,0,0,19.51,False,304,False,0,0,0,0,0,0,0,0,0,True
PR-17641,Submitted → Manager → Vendor Validation → Security → Finance → PO Created → Payment,Submitted → Manager → Security → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Vendor Validation""]",[],[],6,7,0,0,51.62,False,260,False,14,14,0,0,0,0,1,0,1,False
PR-11108,Submitted → Manager → Security → Finance → PO Created → Payment,Submitted → Manager → Security → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,53.76,False,260,False,0,0,0,0,0,0,0,0,0,True
PR-15697,Submitted → Manager → Finance → PO Created → Payment,Submitted → Manager → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,50.55,False,449,False,44,44,0,0,0,0,2,2,0,False
PR-17434,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,54.91,False,609,False,0,0,0,0,0,0,0,0,0,True
PR-14187,Submitted → Manager → Security → Finance → PO Created → Payment,Submitted → Manager → Security → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,57.26,False,260,False,0,0,0,0,0,0,0,0,0,True
PR-18158,Submitted → Manager → Director → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,85.13,False,105,False,0,0,0,0,0,0,0,0,0,True
PR-16180,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,30.93,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-15898,Submitted → Manager → Vendor Validation → Procurement → Finance → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,88.9,False,176,False,0,0,0,0,0,0,0,0,0,True
PR-17422,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,116.18,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-16968,Submitted → Manager → Security → Finance → PO Created → Payment,Submitted → Manager → Security → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,32.8,False,260,False,0,0,0,0,0,0,0,0,0,True
PR-12334,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,58.25,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-14850,Submitted → Manager → Procurement,Submitted → Cancelled,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review""]","[""Request Submitted"", ""Cancelled""]","[""Manager Approval"", ""Procurement Review""]","[""Cancelled""]",[],2,3,0,0,16.01,False,253,False,18,18,0,0,0,0,2,0,1,False
PR-15795,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,29.54,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-15629,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,26.25,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-12300,Submitted → Manager → Security → Rejected,Submitted → Manager → Security → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Rejected""]",[],[],[],4,4,0,0,25.44,False,69,False,0,0,0,0,0,0,0,0,0,True
PR-15087,Submitted → Manager → Vendor Validation → Security → Procurement → PO Created → Payment,Submitted → Manager → Security → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Vendor Validation""]",[],[],6,7,0,0,33.34,False,23,False,14,14,0,0,0,0,1,0,1,False
PR-18068,Submitted → PO Created → Payment,Submitted → PO Created → Payment,"[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],3,3,0,0,27.23,False,304,False,0,0,0,0,0,0,0,0,0,True
PR-18357,Submitted → PO Created → Payment,Submitted → PO Created → Payment,"[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],3,3,0,0,28.73,False,304,False,0,0,0,0,0,0,0,0,0,True
PR-17654,Submitted → Manager → Director → Procurement → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Procurement → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],8,8,0,0,98.5,False,49,False,0,0,0,0,0,0,0,0,0,True
PR-11656,Submitted → Manager → Director → Security → Bid Confirmed → Finance,Submitted → Cancelled,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval""]","[""Request Submitted"", ""Cancelled""]","[""Manager Approval"", ""Director Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval""]","[""Cancelled""]",[],2,6,0,0,33.05,False,253,False,65,65,0,0,0,0,5,1,3,False
PR-12506,Submitted → Manager → Vendor Validation → Security → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,107.05,False,192,False,0,0,0,0,0,0,0,0,0,True
PR-17841,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,28.11,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-17124,Submitted → Manager → Director → Security → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Security → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],8,8,0,0,65.41,False,70,False,0,0,0,0,0,0,0,0,0,True
PR-17770,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,56.31,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-12028,Submitted → PO Created → Payment,Submitted → PO Created → Payment,"[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],3,3,0,0,38.67,False,304,False,0,0,0,0,0,0,0,0,0,True
PR-13921,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,109.05,False,74,False,0,0,0,0,0,0,0,0,0,True
PR-15490,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Security Review""]",[],[],4,5,0,0,36.53,False,1840,False,22,22,0,0,0,0,1,1,0,False
PR-14297,Submitted → Manager → Vendor Validation → Security → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Procurement Review""]",[],[],6,7,0,0,60.01,False,170,False,14,14,0,0,0,0,1,0,1,False
PR-14070,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],7,5,1,0,124.43,False,47,False,5,0,0,5,0,0,0,0,0,True
PR-18205,Submitted → Manager → Finance → PO Created → Payment,Submitted → Manager → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,54.95,False,449,False,0,0,0,0,0,0,0,0,0,True
PR-15242,Submitted → Manager → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],6,4,1,0,61.94,False,74,False,5,0,0,5,0,0,0,0,0,True
PR-12727,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,131.63,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-13841,Submitted → Manager → Procurement → PO Created → Payment,Submitted → Manager → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,22.22,False,345,False,0,0,0,0,0,0,0,0,0,True
PR-15787,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,49.11,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-12942,Submitted → Manager → Security → Finance → PO Created → Payment,Submitted → Manager → Security → Finance → Payment → PO Created,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Payment Authorized"", ""Purchase Order Created""]",[],[],"[""Payment before purchase order""]",6,6,0,0,51.7,True,2,True,81,65,12,0,0,4,3,3,0,False
PR-18487,Submitted → Manager → Procurement → PO Created → Payment,Submitted → Manager → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,46.89,False,345,False,0,0,0,0,0,0,0,0,0,True
PR-15195,Submitted → Manager → Security → Rejected,Submitted → Manager → Security → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Rejected""]",[],[],[],4,4,0,0,67.7,False,69,False,0,0,0,0,0,0,0,0,0,True
PR-12573,Submitted → Manager → Vendor Validation → Procurement → Finance → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → Vendor Validation → Procurement → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Vendor Validation"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],9,7,1,0,126.79,False,14,False,5,0,0,5,0,0,0,0,0,True
PR-11496,Submitted → Manager,Submitted → Cancelled,"[""Request Submitted"", ""Manager Approval""]","[""Request Submitted"", ""Cancelled""]","[""Manager Approval""]","[""Cancelled""]",[],2,2,0,0,16.45,False,253,False,4,4,0,0,0,0,1,0,0,False
PR-12251,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,19.07,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-11238,Submitted → Security → PO Created → Payment,Submitted → Security → PO Created → Payment,"[""Request Submitted"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,56.14,False,88,False,0,0,0,0,0,0,0,0,0,True
PR-10469,Submitted → Manager → Security → Finance → PO Created → Payment,Submitted → Manager → Security → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,52.73,False,260,False,0,0,0,0,0,0,0,0,0,True
PR-17793,Submitted → Manager → Vendor Validation → Security → Procurement → Rejected,Submitted → Manager → Vendor Validation → Security → Procurement → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Rejected""]",[],[],[],6,6,0,0,39.2,False,10,False,0,0,0,0,0,0,0,0,0,True
PR-13946,Submitted → Manager → Rejected,Submitted → Manager → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Rejected""]",[],[],[],3,3,0,0,26.62,False,112,False,0,0,0,0,0,0,0,0,0,True
PR-12184,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,111.69,False,74,False,0,0,0,0,0,0,0,0,0,True
PR-14434,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,40.41,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-16369,Submitted → Security → PO Created → Payment,Submitted → Security → PO Created → Payment,"[""Request Submitted"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,27.86,False,88,False,0,0,0,0,0,0,0,0,0,True
PR-12476,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,24.58,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-18131,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,35.51,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-14087,Submitted → Manager → Vendor Validation → Security → Finance → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,63.34,False,56,False,0,0,0,0,0,0,0,0,0,True
PR-10496,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,32.46,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-14677,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,21.55,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-15094,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,117.09,False,609,False,0,0,0,0,0,0,0,0,0,True
PR-15828,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Security Review""]",[],[],4,5,0,0,34.65,False,1840,False,22,22,0,0,0,0,1,1,0,False
