request_id,employee_id,department_id,vendor_id,request_date,purchase_type,amount,currency,description,urgency,risk_category,contract_required,security_review_required,competitive_bid_required,exception_documented,urgency_documented,final_status,source_system,system_period,department_name,business_unit,budget,vendor_name,vendor_category,approved_vendor,vendor_risk,contract_status,country,employee_name,employee_location
PR-11429,EMP-1111,D06,VEN-030,2025-02-01 11:00:00,Software,2784.62,USD,Software purchase for Field Operations operations,Urgent,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Software Partner 030,Software,True,High,Active,United States,Northstar Employee 1111,Chicago
PR-16846,EMP-1795,D09,VEN-065,2025-02-01 11:00:00,Contractor,3019.06,USD,Contractor purchase for Legal operations,Priority,Low,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Legal,Corporate,6000000,Contractor Partner 065,Contractor,True,Low,Pending,United States,Northstar Employee 1795,Chicago
PR-11328,EMP-0586,D03,VEN-003,2025-02-01 11:00:00,Contractor,9124.56,USD,Phased contractor purchase,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Contractor Partner 003,Contractor,True,Low,Active,United States,Northstar Employee 0586,Chicago
PR-17904,EMP-0021,D01,VEN-122,2025-02-01 13:00:00,Travel,2011.1,USD,Travel purchase for Engineering operations,Urgent,High,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Travel Partner 122,Travel,False,High,Active,Germany,Northstar Employee 0021,San Francisco
PR-18239,EMP-1838,D10,VEN-052,2025-02-01 13:00:00,Equipment,9683.39,USD,Equipment purchase for Information Security operations,Standard,Low,False,False,False,True,True,Cancelled,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,Equipment Partner 052,Equipment,True,Low,Pending,United States,Northstar Employee 1838,Chicago
PR-12473,EMP-0387,D02,VEN-034,2025-02-01 13:00:00,Facilities,14702.41,USD,Facilities purchase for Product operations,Urgent,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Facilities Partner 034,Facilities,False,Low,Expired,United States,Northstar Employee 0387,Chicago
PR-17579,EMP-0930,D05,VEN-063,2025-02-01 13:00:00,Equipment,8580.44,USD,Equipment purchase for Customer Success operations,Urgent,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Customer Success,Revenue,11000000,Equipment Partner 063,Equipment,True,Low,Active,United States,Northstar Employee 0930,San Francisco
PR-12932,EMP-0189,D01,VEN-035,2025-02-01 14:00:00,Professional Services,2689.18,USD,Professional Services purchase for Engineering operations,Priority,High,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,ProfessionalServices Partner 035,Professional Services,False,High,Active,United States,Northstar Employee 0189,Austin
PR-14800,EMP-0443,D03,VEN-063,2025-02-01 14:00:00,Equipment,6404.85,USD,Equipment purchase for Sales operations,Urgent,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Equipment Partner 063,Equipment,True,Low,Active,United States,Northstar Employee 0443,Denver
PR-11476,EMP-1108,D06,VEN-001,2025-02-01 15:00:00,AI Services,2621.96,USD,AI Services purchase for Field Operations operations,Standard,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,AIServices Partner 001,AI Services,True,Low,Active,United States,Northstar Employee 1108,Austin
PR-10784,EMP-1045,D06,VEN-139,2025-02-01 15:00:00,Software,5107.58,USD,Software purchase for Field Operations operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Software Partner 139,Software,True,Low,Active,Germany,Northstar Employee 1045,Chicago
PR-12208,EMP-0192,D01,VEN-071,2025-02-01 15:00:00,Software,3717.7,USD,Software purchase for Engineering operations,Urgent,Low,True,True,False,True,True,Rejected,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Software Partner 071,Software,True,Low,Expired,Germany,Northstar Employee 0192,San Francisco
PR-13918,EMP-0891,D05,VEN-112,2025-02-01 16:00:00,Contractor,2171.27,USD,Contractor purchase for Customer Success operations,Priority,Medium,True,False,False,True,True,Rejected,ProcureFlow Classic,Before update,Customer Success,Revenue,11000000,Contractor Partner 112,Contractor,True,Medium,Active,United States,Northstar Employee 0891,San Francisco
PR-17512,EMP-0554,D03,VEN-016,2025-02-01 16:00:00,Equipment,1729.22,USD,Equipment purchase for Sales operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Equipment Partner 016,Equipment,False,Medium,Active,United States,Northstar Employee 0554,New York
PR-14339,EMP-1171,D06,VEN-128,2025-02-01 16:00:00,AI Services,5291.02,USD,AI Services purchase for Field Operations operations,Urgent,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,AIServices Partner 128,AI Services,False,Low,Active,Singapore,Northstar Employee 1171,Chicago
PR-12769,EMP-0087,D01,VEN-035,2025-02-01 17:00:00,Professional Services,5848.9,USD,Professional Services purchase for Engineering operations,Priority,High,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,ProfessionalServices Partner 035,Professional Services,False,High,Active,United States,Northstar Employee 0087,Austin
PR-16964,EMP-1100,D06,VEN-059,2025-02-01 17:00:00,Facilities,19783.61,USD,Facilities purchase for Field Operations operations,Priority,Low,False,False,False,True,True,Rejected,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Facilities Partner 059,Facilities,True,Low,Active,United States,Northstar Employee 1100,Chicago
PR-10285,EMP-1159,D06,VEN-046,2025-02-01 17:00:00,Professional Services,3214.96,USD,Professional Services purchase for Field Operations operations,Standard,Medium,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,ProfessionalServices Partner 046,Professional Services,True,Medium,Active,Canada,Northstar Employee 1159,Austin
PR-14954,EMP-0180,D01,VEN-064,2025-02-02 08:00:00,Travel,2304.64,USD,Travel purchase for Engineering operations,Priority,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Travel Partner 064,Travel,True,Medium,Active,United States,Northstar Employee 0180,Austin
PR-17364,EMP-0940,D05,VEN-129,2025-02-02 09:00:00,Equipment,1410.81,USD,Equipment purchase for Customer Success operations,Urgent,High,False,True,False,True,True,Paid,ProcureFlow Classic,Before update,Customer Success,Revenue,11000000,Equipment Partner 129,Equipment,False,High,Active,United States,Northstar Employee 0940,Chicago
PR-11353,EMP-1415,D08,VEN-032,2025-02-02 09:00:00,Software,23612.81,USD,Software purchase for People operations,Standard,Medium,True,True,True,True,True,Paid,ProcureFlow Classic,Before update,People,Corporate,7500000,Software Partner 032,Software,True,Low,Active,Germany,Northstar Employee 1415,Chicago
PR-10593,EMP-1505,D08,VEN-067,2025-02-02 09:00:00,Facilities,18571.76,USD,Facilities purchase for People operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,People,Corporate,7500000,Facilities Partner 067,Facilities,True,Low,Active,United States,Northstar Employee 1505,San Francisco
PR-13276,EMP-1232,D07,VEN-010,2025-02-02 09:00:00,Software,12749.74,USD,Software purchase for Finance operations,Standard,Low,True,True,False,True,True,Cancelled,ProcureFlow Classic,Before update,Finance,Corporate,8500000,Software Partner 010,Software,True,Low,Expired,United States,Northstar Employee 1232,Denver
PR-14510,EMP-0394,D02,VEN-134,2025-02-02 10:00:00,Software,7379.66,USD,Software purchase for Product operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Software Partner 134,Software,True,Low,Active,United States,Northstar Employee 0394,Denver
PR-15089,EMP-0561,D03,VEN-035,2025-02-02 10:00:00,Professional Services,10972.75,USD,Professional Services purchase for Sales operations,Standard,High,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,ProfessionalServices Partner 035,Professional Services,False,High,Active,United States,Northstar Employee 0561,New York
PR-17479,EMP-0520,D03,VEN-131,2025-02-02 12:00:00,Software,6471.01,USD,Software purchase for Sales operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Software Partner 131,Software,True,Low,Active,United States,Northstar Employee 0520,Denver
PR-14899,EMP-0406,D03,VEN-057,2025-02-02 12:00:00,Facilities,22515.05,USD,Facilities purchase for Sales operations,Priority,Medium,False,False,True,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Facilities Partner 057,Facilities,True,Low,Active,United States,Northstar Employee 0406,New York
PR-12483,EMP-0301,D02,VEN-018,2025-02-02 13:00:00,Travel,3137.21,USD,Travel purchase for Product operations,Priority,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Travel Partner 018,Travel,False,Medium,Pending,United Kingdom,Northstar Employee 0301,Denver
PR-11465,EMP-0357,D02,VEN-053,2025-02-02 13:00:00,Travel,4145.48,USD,Travel purchase for Product operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Travel Partner 053,Travel,True,Medium,Active,United States,Northstar Employee 0357,Austin
PR-16348,EMP-1147,D06,VEN-139,2025-02-02 14:00:00,Software,8782.2,USD,Software purchase for Field Operations operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Software Partner 139,Software,True,Low,Active,Germany,Northstar Employee 1147,Chicago
PR-17438,EMP-0048,D01,VEN-050,2025-02-02 14:00:00,Equipment,5788.66,USD,Equipment purchase for Engineering operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Equipment Partner 050,Equipment,True,Low,Active,United States,Northstar Employee 0048,New York
PR-13919,EMP-1618,D09,VEN-121,2025-02-02 14:00:00,Contractor,5301.52,USD,Contractor purchase for Legal operations,Standard,High,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Legal,Corporate,6000000,Contractor Partner 121,Contractor,True,High,Pending,United States,Northstar Employee 1618,Denver
PR-13249,EMP-0541,D03,VEN-011,2025-02-02 14:00:00,Equipment,5280.62,USD,Equipment purchase for Sales operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Equipment Partner 011,Equipment,True,Low,Active,United States,Northstar Employee 0541,Chicago
PR-12136,EMP-1818,D10,VEN-003,2025-02-02 14:00:00,Contractor,2844.87,USD,Contractor purchase for Information Security operations,Standard,Low,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,Contractor Partner 003,Contractor,True,Low,Active,United States,Northstar Employee 1818,Chicago
PR-10068,EMP-0589,D03,VEN-033,2025-02-02 15:00:00,Travel,752.21,USD,Travel purchase for Sales operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Travel Partner 033,Travel,True,Low,Active,United States,Northstar Employee 0589,Chicago
PR-13273,EMP-1443,D08,VEN-070,2025-02-02 15:00:00,Equipment,15275.75,USD,Equipment purchase for People operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,People,Corporate,7500000,Equipment Partner 070,Equipment,False,Medium,Active,United Kingdom,Northstar Employee 1443,Austin
PR-11771,EMP-1763,D09,VEN-099,2025-02-02 16:00:00,Software,4315.36,USD,Software purchase for Legal operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Legal,Corporate,6000000,Software Partner 099,Software,True,Low,Active,United States,Northstar Employee 1763,Chicago
PR-17167,EMP-1528,D08,VEN-038,2025-02-02 16:00:00,Travel,1104.57,USD,Travel purchase for People operations,Priority,High,False,False,False,True,True,Rejected,ProcureFlow Classic,Before update,People,Corporate,7500000,Travel Partner 038,Travel,True,High,Active,United States,Northstar Employee 1528,Chicago
PR-13927,EMP-0705,D04,VEN-008,2025-02-02 17:00:00,Equipment,1492.33,USD,Equipment purchase for Marketing operations,Standard,High,False,True,False,True,True,Paid,ProcureFlow Classic,Before update,Marketing,Revenue,12500000,Equipment Partner 008,Equipment,True,High,Active,United States,Northstar Employee 0705,Denver
PR-18331,EMP-0172,D01,VEN-050,2025-02-02 17:00:00,Equipment,2903.29,USD,Equipment purchase for Engineering operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Equipment Partner 050,Equipment,True,Low,Active,United States,Northstar Employee 0172,San Francisco
PR-17415,EMP-1604,D09,VEN-104,2025-02-02 17:00:00,Software,32325.6,USD,Software purchase for Legal operations,Standard,Medium,True,True,True,True,True,Paid,ProcureFlow Classic,Before update,Legal,Corporate,6000000,Software Partner 104,Software,True,Low,Active,United States,Northstar Employee 1604,Chicago
PR-11023,EMP-1451,D08,VEN-064,2025-02-03 08:00:00,Travel,1186.74,USD,Travel purchase for People operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,People,Corporate,7500000,Travel Partner 064,Travel,True,Medium,Active,United States,Northstar Employee 1451,Chicago
PR-12022,EMP-0290,D02,VEN-076,2025-02-03 08:00:00,Professional Services,36381.12,USD,Professional Services purchase for Product operations,Standard,Medium,True,False,True,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,ProfessionalServices Partner 076,Professional Services,True,Low,Active,United States,Northstar Employee 0290,San Francisco
PR-12672,EMP-1892,D10,VEN-084,2025-02-03 08:00:00,Contractor,28011.14,USD,Contractor purchase for Information Security operations,Priority,Medium,True,False,True,True,True,Rejected,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,Contractor Partner 084,Contractor,True,Low,Active,United Kingdom,Northstar Employee 1892,Denver
PR-12814,EMP-0076,D01,VEN-131,2025-02-03 08:00:00,Software,10132.84,USD,Software purchase for Engineering operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Software Partner 131,Software,True,Low,Active,United States,Northstar Employee 0076,Austin
PR-12416,EMP-1717,D09,VEN-051,2025-02-03 08:00:00,Professional Services,40639.44,USD,Professional Services purchase for Legal operations,Standard,Medium,True,False,True,True,True,Rejected,ProcureFlow Classic,Before update,Legal,Corporate,6000000,ProfessionalServices Partner 051,Professional Services,True,Low,Active,Canada,Northstar Employee 1717,San Francisco
PR-16118,EMP-1353,D07,VEN-036,2025-02-03 11:00:00,Travel,3085.54,USD,Travel purchase for Finance operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Finance,Corporate,8500000,Travel Partner 036,Travel,True,Low,Active,United States,Northstar Employee 1353,Austin
PR-18174,EMP-0366,D02,VEN-092,2025-02-03 12:00:00,Contractor,4923.81,USD,Contractor purchase for Product operations,Standard,High,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Contractor Partner 092,Contractor,False,High,Pending,United States,Northstar Employee 0366,Denver
PR-16682,EMP-0368,D02,VEN-125,2025-02-03 13:00:00,Software,11501.67,USD,Software purchase for Product operations,Standard,Medium,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Software Partner 125,Software,True,Medium,Active,United States,Northstar Employee 0368,Denver
PR-12933,EMP-0582,D03,VEN-066,2025-02-03 13:00:00,Contractor,16299.08,USD,Contractor purchase for Sales operations,Urgent,High,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Contractor Partner 066,Contractor,False,High,Pending,United States,Northstar Employee 0582,San Francisco
PR-10574,EMP-0208,D02,VEN-078,2025-02-03 13:00:00,Software,16816.69,USD,Software purchase for Product operations,Standard,Low,True,True,False,True,True,Rejected,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Software Partner 078,Software,True,Low,Active,United States,Northstar Employee 0208,Denver
PR-10616,EMP-1995,D10,VEN-087,2025-02-03 13:00:00,Facilities,5939.68,USD,Facilities purchase for Information Security operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,Facilities Partner 087,Facilities,True,Low,Active,United States,Northstar Employee 1995,San Francisco
PR-16741,EMP-1164,D06,VEN-041,2025-02-03 15:00:00,Contractor,9221.85,USD,Contractor purchase for Field Operations operations,Standard,Low,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Contractor Partner 041,Contractor,True,Low,Active,United States,Northstar Employee 1164,Chicago
PR-11512,EMP-0027,D01,VEN-013,2025-02-03 15:00:00,Professional Services,2134.15,USD,Professional Services purchase for Engineering operations,Priority,High,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,ProfessionalServices Partner 013,Professional Services,True,High,Active,India,Northstar Employee 0027,Austin
PR-12280,EMP-0918,D05,VEN-095,2025-02-03 15:00:00,Equipment,7180.07,USD,Equipment purchase for Customer Success operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Customer Success,Revenue,11000000,Equipment Partner 095,Equipment,True,Low,Active,United States,Northstar Employee 0918,Chicago
PR-10701,EMP-0407,D03,VEN-135,2025-02-03 16:00:00,Equipment,3396.43,USD,Equipment purchase for Sales operations,Urgent,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Equipment Partner 135,Equipment,True,Low,Active,United States,Northstar Employee 0407,Chicago
PR-15377,EMP-1122,D06,VEN-095,2025-02-03 16:00:00,Equipment,4668.78,USD,Equipment purchase for Field Operations operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Equipment Partner 095,Equipment,True,Low,Active,United States,Northstar Employee 1122,Chicago
PR-14382,EMP-1110,D06,VEN-116,2025-02-03 16:00:00,Software,7230.17,USD,Software purchase for Field Operations operations,Standard,Medium,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Software Partner 116,Software,True,Medium,Active,United States,Northstar Employee 1110,Denver
PR-14192,EMP-1157,D06,VEN-087,2025-02-03 16:00:00,Facilities,2341.56,USD,Facilities purchase for Field Operations operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Facilities Partner 087,Facilities,True,Low,Active,United States,Northstar Employee 1157,Chicago
PR-15175,EMP-0790,D04,VEN-113,2025-02-03 17:00:00,Equipment,1527.2,USD,Equipment purchase for Marketing operations,Standard,High,False,True,False,True,True,Paid,ProcureFlow Classic,Before update,Marketing,Revenue,12500000,Equipment Partner 113,Equipment,False,High,Active,Singapore,Northstar Employee 0790,New York
PR-12992,EMP-0213,D02,VEN-006,2025-02-03 17:00:00,Software,4645.12,USD,Software purchase for Product operations,Standard,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Software Partner 006,Software,True,High,Active,United States,Northstar Employee 0213,Austin
PR-13253,EMP-1411,D08,VEN-041,2025-02-03 17:00:00,Contractor,8212.17,USD,Contractor purchase for People operations,Standard,Low,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,People,Corporate,7500000,Contractor Partner 041,Contractor,True,Low,Active,United States,Northstar Employee 1411,Austin
PR-10815,EMP-1149,D06,VEN-096,2025-02-03 17:00:00,Equipment,7857.6,USD,Equipment purchase for Field Operations operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Equipment Partner 096,Equipment,False,Medium,Active,Canada,Northstar Employee 1149,Chicago
PR-14652,EMP-0038,D01,VEN-010,2025-02-03 17:00:00,Software,26080.81,USD,Software purchase for Engineering operations,Standard,Medium,True,True,True,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Software Partner 010,Software,True,Low,Expired,United States,Northstar Employee 0038,Chicago
PR-18038,EMP-0492,D03,VEN-058,2025-02-04 08:00:00,Software,1475.47,USD,Software purchase for Sales operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Software Partner 058,Software,True,Low,Active,United States,Northstar Employee 0492,San Francisco
PR-15430,EMP-0157,D01,VEN-045,2025-02-04 08:00:00,Facilities,13233.08,USD,Facilities purchase for Engineering operations,Urgent,Low,False,False,False,True,True,Rejected,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Facilities Partner 045,Facilities,True,Low,Active,Ireland,Northstar Employee 0157,Chicago
PR-12258,EMP-0830,D05,VEN-024,2025-02-04 09:00:00,Contractor,20659.1,USD,Contractor purchase for Customer Success operations,Standard,Medium,True,False,True,True,True,Cancelled,ProcureFlow Classic,Before update,Customer Success,Revenue,11000000,Contractor Partner 024,Contractor,True,Low,Pending,United States,Northstar Employee 0830,Austin
PR-11368,EMP-1089,D06,VEN-053,2025-02-04 09:00:00,Travel,3741.58,USD,Travel purchase for Field Operations operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Travel Partner 053,Travel,True,Medium,Active,United States,Northstar Employee 1089,Austin
PR-13691,EMP-1060,D06,VEN-014,2025-02-04 09:00:00,Travel,3242.63,USD,Travel purchase for Field Operations operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Travel Partner 014,Travel,True,Medium,Active,United States,Northstar Employee 1060,Denver
PR-18035,EMP-0764,D04,VEN-124,2025-02-04 10:00:00,Software,8241.25,USD,Software purchase for Marketing operations,Urgent,Medium,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Marketing,Revenue,12500000,Software Partner 124,Software,True,Medium,Active,United Kingdom,Northstar Employee 0764,San Francisco
PR-17767,EMP-1893,D10,VEN-107,2025-02-04 10:00:00,Facilities,803.8,USD,Facilities purchase for Information Security operations,Standard,Medium,False,False,False,True,True,Rejected,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,Facilities Partner 107,Facilities,True,Medium,Active,United States,Northstar Employee 1893,San Francisco
PR-12512,EMP-1869,D10,VEN-110,2025-02-04 10:00:00,Equipment,2253.43,USD,Equipment purchase for Information Security operations,Priority,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,Equipment Partner 110,Equipment,True,Medium,Active,United States,Northstar Employee 1869,Chicago
PR-14077,EMP-1444,D08,VEN-126,2025-02-04 10:00:00,Software,5396.44,USD,Software purchase for People operations,Priority,Low,True,True,False,True,True,Cancelled,ProcureFlow Classic,Before update,People,Corporate,7500000,Software Partner 126,Software,True,Low,Active,United States,Northstar Employee 1444,New York
PR-10355,EMP-1104,D06,VEN-026,2025-02-04 10:00:00,AI Services,2961.43,USD,AI Services purchase for Field Operations operations,Standard,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,AIServices Partner 026,AI Services,True,Low,Active,United States,Northstar Employee 1104,Chicago
PR-13974,EMP-0286,D02,VEN-097,2025-02-04 10:00:00,Contractor,20039.6,USD,Contractor purchase for Product operations,Standard,Medium,True,False,True,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Contractor Partner 097,Contractor,True,Low,Expired,India,Northstar Employee 0286,Chicago
PR-16743,EMP-0502,D03,VEN-051,2025-02-04 10:00:00,Professional Services,9638.75,USD,Professional Services purchase for Sales operations,Standard,Low,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,ProfessionalServices Partner 051,Professional Services,True,Low,Active,Canada,Northstar Employee 0502,Chicago
PR-18492,EMP-1413,D08,VEN-108,2025-02-04 11:00:00,Equipment,7299.38,USD,Equipment purchase for People operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,People,Corporate,7500000,Equipment Partner 108,Equipment,True,Low,Active,United States,Northstar Employee 1413,San Francisco
PR-10301,EMP-0471,D03,VEN-136,2025-02-04 11:00:00,Contractor,4719.26,USD,Contractor purchase for Sales operations,Urgent,Medium,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Contractor Partner 136,Contractor,True,Medium,Expired,Canada,Northstar Employee 0471,Chicago
PR-14747,EMP-0280,D02,VEN-135,2025-02-04 11:00:00,Equipment,8676.56,USD,Equipment purchase for Product operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Equipment Partner 135,Equipment,True,Low,Active,United States,Northstar Employee 0280,Chicago
PR-13822,EMP-0882,D05,VEN-070,2025-02-04 12:00:00,Equipment,3541.4,USD,Equipment purchase for Customer Success operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Customer Success,Revenue,11000000,Equipment Partner 070,Equipment,False,Medium,Active,United Kingdom,Northstar Employee 0882,New York
PR-10354,EMP-0286,D02,VEN-092,2025-02-04 12:00:00,Contractor,6738.23,USD,Contractor purchase for Product operations,Standard,High,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Contractor Partner 092,Contractor,False,High,Pending,United States,Northstar Employee 0286,Chicago
PR-13622,EMP-1820,D10,VEN-114,2025-02-04 12:00:00,Software,18949.39,USD,Software purchase for Information Security operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,Software Partner 114,Software,True,Low,Pending,India,Northstar Employee 1820,New York
PR-12807,EMP-0279,D02,VEN-085,2025-02-04 12:00:00,AI Services,9168.55,USD,Phased ai services purchase,Standard,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,AIServices Partner 085,AI Services,True,High,Active,United States,Northstar Employee 0279,Denver
PR-16316,EMP-0484,D03,VEN-105,2025-02-04 12:00:00,Professional Services,2680.29,USD,Professional Services purchase for Sales operations,Standard,Low,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,ProfessionalServices Partner 105,Professional Services,True,Low,Active,United States,Northstar Employee 0484,Chicago
PR-10795,EMP-0608,D04,VEN-066,2025-02-04 13:00:00,Contractor,1099.46,USD,Contractor purchase for Marketing operations,Standard,High,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Marketing,Revenue,12500000,Contractor Partner 066,Contractor,False,High,Pending,United States,Northstar Employee 0608,Austin
PR-18004,EMP-0020,D01,VEN-017,2025-02-04 13:00:00,Equipment,3188.72,USD,Equipment purchase for Engineering operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Equipment Partner 017,Equipment,True,Low,Active,United States,Northstar Employee 0020,New York
PR-10475,EMP-0563,D03,VEN-107,2025-02-04 13:00:00,Facilities,2413.63,USD,Facilities purchase for Sales operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Facilities Partner 107,Facilities,True,Medium,Active,United States,Northstar Employee 0563,Austin
PR-12921,EMP-0259,D02,VEN-012,2025-02-04 13:00:00,Contractor,3556.13,USD,Contractor purchase for Product operations,Priority,Low,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Contractor Partner 012,Contractor,True,Low,Active,United Kingdom,Northstar Employee 0259,San Francisco
PR-13109,EMP-1098,D06,VEN-131,2025-02-04 15:00:00,Software,12013.86,USD,Software purchase for Field Operations operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Software Partner 131,Software,True,Low,Active,United States,Northstar Employee 1098,Austin
PR-11453,EMP-0171,D01,VEN-037,2025-02-04 16:00:00,Travel,921.0,USD,Travel purchase for Engineering operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Travel Partner 037,Travel,True,Low,Active,United States,Northstar Employee 0171,Chicago
